5950	3481	0
5950	111	0
5950	2439	0
1597	1660	0
1597	1278	0
496	2208	0
3391	3301	0
3391	2600	0
3391	2165	0
3391	3253	0
3391	2144	0
3391	2265	0
3391	500	0
3391	2421	0
3391	166	0
3391	3044	0
3391	3863	0
3391	710	0
3391	1883	0
3391	144	0
3391	3525	0
3391	2458	0
3391	2539	0
3391	1022	0
3840	1641	0
3840	2005	0
4126	1378	0
349	548	0
5329	1265	0
5329	1148	0
5329	910	0
5329	3363	0
5329	1962	0
1243	2011	0
1243	2010	0
5484	2762	0
839	2280	0
839	3535	0
5654	2302	0
2176	3362	0
1015	2840	0
736	296	0
736	32	0
736	2890	0
736	1704	0
3013	2877	0
3013	918	0
5636	2579	0
840	2070	0
1425	1984	0
1101	1884	0
424	3616	0
424	3275	0
4748	3911	0
5484	590	0
5484	1209	0
195	1374	0
2176	680	0
1524	2640	0
5654	3408	0
1579	101	0
4958	2096	0
4958	2099	0
4958	1387	0
4958	2253	0
195	3764	0
4958	2581	0
3520	1281	0
1019	1263	0
419	3114	0
419	2396	0
419	1127	0
419	1136	0
419	1203	0
419	1198	0
419	3196	0
419	905	0
419	318	0
419	266	0
419	3654	0
419	3408	0
419	260	0
419	886	0
419	3836	0
419	1686	0
419	902	0
3172	3764	0
937	2278	0
3693	911	0
4958	3571	0
4958	3033	0
4958	2116	0
4958	3591	0
4958	3267	0
4958	610	0
4958	2137	0
424	3521	0
4958	364	0
398	481	0
398	1610	0
398	1249	0
398	1097	0
398	32	0
398	1240	0
398	1206	0
398	1175	0
398	1625	0
398	1923	0
398	1060	0
398	3253	0
398	2804	0
398	2289	0
398	1073	0
398	2334	0
398	3441	0
398	1552	0
398	1792	0
398	3256	0
398	1215	0
398	2762	0
398	223	0
398	1503	0
5654	858	0
1088	3426	0
1088	154	0
1088	446	0
2985	497	0
424	177	0
4829	309	0
424	628	0
5841	278	0
3732	3836	0
2648	3543	0
2648	3524	0
5172	916	0
5172	1189	0
5172	3724	0
5172	2105	0
5172	3160	0
5172	3448	0
5172	218	0
5557	3578	0
3012	3858	0
3012	2701	0
3012	380	0
3012	2628	0
3012	1372	0
3012	3827	0
3012	2028	0
3012	2091	0
3012	3697	0
3012	3527	0
3012	1391	0
3012	3702	0
3012	3927	0
3012	2532	0
3012	435	0
3012	95	0
3012	674	0
3012	2011	0
5387	2395	0
5387	3083	0
5387	1189	0
1912	3000	0
5878	2115	0
5878	2417	0
5878	2401	0
5878	3019	0
5878	3683	0
5878	2617	0
5878	2325	0
5878	3489	0
5878	1027	0
5878	57	0
5878	340	0
5878	1183	0
5878	2439	0
5878	1397	0
5878	29	0
5878	3793	0
424	1268	0
424	1946	0
487	344	0
487	2054	0
3462	1188	0
2232	3555	0
2232	3882	0
2232	3948	0
1088	3721	0
2898	2318	0
2898	2699	0
549	3901	0
549	3861	0
1912	3916	0
1946	112	0
1946	1198	0
1946	3422	0
1946	508	0
1946	3882	0
1946	2028	0
911	2924	0
1605	29	0
2270	2949	0
4591	1125	0
1946	3019	0
1946	3060	0
1165	2520	0
937	2012	0
2878	2042	0
1794	3824	0
4816	2996	0
4816	1213	0
1274	3415	0
1113	3000	0
3518	1186	0
2063	801	0
4384	2959	0
3391	3882	0
146	1179	0
3391	1358	0
1113	1281	0
1113	2726	0
1748	2353	0
3462	518	0
3462	282	0
3462	585	0
3824	407	0
2047	2987	0
2031	2707	0
2031	586	0
2031	3129	0
2031	1613	0
1645	3489	0
1303	3752	0
1303	2723	0
1303	2378	0
1303	1701	0
1303	1235	0
1303	2013	0
146	3604	0
5156	111	0
5156	1185	0
5156	1035	0
5156	3019	0
5156	1234	0
5156	589	0
5156	2194	0
5156	2011	0
5156	1129	0
