1,133,8,9
1,22319,10,0
1,43836,10,9
1,54380,7,8
1,54929,10,8
1,56397,7,9
1,67003,5,6
1,138830,10,8
1,180276,7,7
3,93891,10,8
4,68570,5,8
5,12107,10,8
6,131791,4,6
6,150020,7,5
7,328,5,6
7,110327,8,7
9,66787,9,8
9,71570,10,8
9,81470,10,7
9,131867,10,8
14,7219,7,9
14,63228,9,9
14,74958,1,9
17,1721,8,7
17,74257,8,7
19,33006,5,6
23,1721,5,6
23,72946,8,6
23,135270,7,5
24,121609,6,7
24,155380,6,5
24,179192,10,6
24,195268,2,5
26,156148,10,7
26,202830,6,7
28,119447,10,8
29,74257,9,6
29,96663,7,6
29,97992,8,6
31,143706,10,7
32,34328,7,7
34,31116,5,0
35,7219,5,8
35,9680,8,8
35,93458,10,8
35,94997,8,7
35,100855,10,8
35,162783,7,8
35,194553,6,8
37,47612,8,0
38,26640,10,8
38,88269,9,7
38,121116,7,7
39,73967,9,8
40,23795,10,9
40,37122,8,7
40,40998,7,7
40,101384,10,10
41,71636,10,8
42,9680,7,9
42,15406,7,9
42,42490,10,9
43,71636,10,6
44,159680,10,9
50,328,6,7
50,138830,10,6
51,31116,10,10
54,206613,1,0
55,179192,7,6
57,54759,5,7
57,135161,8,8
57,140729,10,8
58,1347,7,9
59,34219,10,8
59,130815,10,8
59,208304,6,8
59,208748,8,8
63,328,7,4
63,104401,7,7
63,162707,4,5
63,176904,5,5
64,14258,9,6
64,193687,7,8
65,1561,7,6
65,16546,1,7
65,34848,10,7
65,126293,9,5
65,150020,7,7
65,176904,5,5
66,117981,10,9
67,117041,8,6
68,7679,5,6
68,65602,10,6
68,89855,6,7
68,121205,9,5
68,143706,10,5
68,156369,10,7
69,156148,10,10
70,2111,8,9
71,110261,7,8
71,119962,6,8
73,15530,7,8
73,26485,7,8
73,72901,10,7
73,75169,10,7
73,97111,3,7
73,113740,9,8
73,116926,10,7
73,156908,10,7
73,159680,10,8
73,175218,7,8
73,205930,10,6
74,1029,7,6
74,7006,8,7
74,143706,8,5
75,20737,7,6
75,74617,10,7
75,194553,6,7
78,162707,2,7
79,10148,10,9
79,117041,8,8
79,179192,6,0
79,201897,8,8
84,65854,2,8
87,163100,7,9
88,60983,6,8
88,121116,8,8
90,155380,5,10
91,93681,10,6
92,35647,10,0
92,117041,8,0
94,117981,9,0
95,71636,10,6
96,7749,9,9
96,119962,9,9
101,26193,10,8
101,36964,7,8
101,67003,5,5
101,73107,6,2
101,117041,8,8
101,119434,6,9
101,184349,2,7
102,110327,8,0
104,31116,9,8
104,33216,10,9
104,71570,10,8
105,89855,6,6
105,110327,6,8
106,9680,6,9
106,72901,1,7
106,83601,5,8
106,180504,8,8
106,205930,10,8
108,121469,5,8
110,19006,10,10
110,102328,10,10
111,27528,6,7
111,36134,1,7
111,54982,10,6
112,34848,10,10
112,73107,8,0
112,143604,7,8
114,54929,10,6
114,114613,1,6
115,54929,10,8
115,94117,5,8
115,176744,5,7
115,180276,6,8
116,117775,10,7
116,175218,8,8
116,205930,10,6
119,63063,10,7
119,65602,10,5
119,73967,7,6
119,91375,7,6
119,94117,5,6
119,152830,5,6
119,156369,10,6
119,173600,6,6
119,196502,10,6
121,121859,10,6
121,193687,8,6
121,194553,5,6
123,16546,2,9
123,130970,10,8
125,34328,7,7
125,96663,7,8
126,10148,10,7
126,68989,6,5
126,97655,10,7
127,12006,7,7
127,180504,8,8
129,125294,9,8
129,126293,9,8
129,159680,10,8
129,173384,9,8
132,113794,8,0
133,74099,7,5
133,86442,6,6
134,328,7,6
134,1029,9,8
134,18287,10,8
134,36151,10,7
134,75169,10,8
134,120169,10,8
134,131446,5,8
136,34328,7,6
137,3132,7,8
137,51359,7,7
137,51895,5,7
137,93172,8,8
137,122382,8,7
139,110327,10,7
139,183960,10,7
140,45992,3,5
140,65602,10,6
140,83773,6,5
140,97655,10,4
140,113794,10,4
141,145007,9,8
141,219711,5,8
142,71636,10,5
146,7724,7,6
146,63063,10,7
146,72481,8,7
147,12006,10,7
147,19006,10,8
147,98678,10,7
147,179192,8,7
152,93458,10,9
152,101384,10,9
152,156148,10,9
152,163100,8,9
153,162707,4,0
154,11861,8,2
154,50408,8,5
154,89855,6,5
155,67003,9,8
155,75169,10,8
155,76524,10,8
155,160731,7,8
156,216006,1,8
157,7679,5,8
157,65679,5,8
157,72481,8,8
157,216793,4,8
158,71570,10,8
160,11861,6,2
160,179192,4,6
161,65602,10,9
161,65679,3,5
161,126924,1,5
162,81498,9,5
164,328,7,6
164,131669,10,6
165,7724,7,6
165,12513,10,4
165,68989,5,5
165,96796,8,6
165,145007,7,3
165,162707,5,6
166,20737,8,6
166,96796,6,8
