1,133,8,7
1,22319,10,9
1,43836,10,11
1,54380,7,8
1,54929,10,10
1,56397,7,6
1,67003,5,7
1,138830,10,12
1,180276,7,9
3,93891,10,10
4,68570,5,9
5,12107,10,10
6,131791,4,5
6,150020,7,8
7,328,5,8
7,110327,8,8
9,66787,9,7
9,71570,10,11
9,81470,10,12
9,131867,10,9
14,7219,7,5
14,63228,9,10
14,74958,1,1
17,1721,8,9
17,74257,8,8
19,33006,5,6
23,1721,5,9
23,72946,8,7
23,135270,7,8
24,121609,6,6
24,155380,6,4
24,179192,10,7
24,195268,2,1
26,156148,10,11
26,202830,6,7
28,119447,10,11
29,74257,9,8
29,96663,7,7
29,97992,8,12
31,143706,10,9
32,34328,7,8
34,31116,5,9
35,7219,5,5
35,9680,8,5
35,93458,10,5
35,94997,8,8
35,100855,10,11
35,162783,7,8
35,194553,6,5
37,47612,8,7
38,26640,10,7
38,88269,9,5
38,121116,7,8
39,73967,9,9
40,23795,10,5
40,37122,8,9
40,40998,7,9
40,101384,10,8
41,71636,10,10
42,9680,7,5
42,15406,7,5
42,42490,10,7
43,71636,10,10
44,159680,10,9
50,328,6,8
50,138830,10,12
51,31116,10,9
54,206613,1,6
55,179192,7,7
57,54759,5,6
57,135161,8,8
57,140729,10,9
58,1347,7,3
59,34219,10,10
59,130815,10,8
59,208304,6,7
59,208748,8,7
63,328,7,8
63,104401,7,6
63,162707,4,4
63,176904,5,6
64,14258,9,10
64,193687,7,8
65,1561,7,7
65,16546,1,6
65,34848,10,10
65,126293,9,8
65,150020,7,8
65,176904,5,6
66,117981,10,9
67,117041,8,7
68,7679,5,5
68,65602,10,10
68,89855,6,6
68,121205,9,9
68,143706,10,9
68,156369,10,12
69,156148,10,11
70,2111,8,9
71,110261,7,6
71,119962,6,8
73,15530,7,8
73,26485,7,7
73,72901,10,5
73,75169,10,10
73,97111,3,2
73,113740,9,10
73,116926,10,12
73,156908,10,11
73,159680,10,9
73,175218,7,5
73,205930,10,10
74,1029,7,8
74,7006,8,9
74,143706,8,9
75,20737,7,7
75,74617,10,8
75,194553,6,5
78,162707,2,4
79,10148,10,9
79,117041,8,7
79,179192,6,7
79,201897,8,5
84,65854,2,2
87,163100,7,2
88,60983,6,8
88,121116,8,8
90,155380,5,4
91,93681,10,10
92,35647,10,10
92,117041,8,7
94,117981,9,9
95,71636,10,10
96,7749,9,7
96,119962,9,8
101,26193,10,8
101,36964,7,9
101,67003,5,7
101,73107,6,7
101,117041,8,7
101,119434,6,4
101,184349,2,3
102,110327,8,8
104,31116,9,9
104,33216,10,8
104,71570,10,11
105,89855,6,6
105,110327,6,8
106,9680,6,5
106,72901,1,5
106,83601,5,6
106,180504,8,8
106,205930,10,10
108,121469,5,6
110,19006,10,11
110,102328,10,6
111,27528,6,8
111,36134,1,10
111,54982,10,9
112,34848,10,10
112,73107,8,7
112,143604,7,5
114,54929,10,10
114,114613,1,1
115,54929,10,10
115,94117,5,6
115,176744,5,6
115,180276,6,9
116,117775,10,10
116,175218,8,5
116,205930,10,10
119,63063,10,9
119,65602,10,10
119,73967,7,9
119,91375,7,8
119,94117,5,6
119,152830,5,7
119,156369,10,12
119,173600,6,6
119,196502,10,8
121,121859,10,10
121,193687,8,8
121,194553,5,5
123,16546,2,6
123,130970,10,13
125,34328,7,8
125,96663,7,7
126,10148,10,9
126,68989,6,5
126,97655,10,11
127,12006,7,6
127,180504,8,8
129,125294,9,6
129,126293,9,8
129,159680,10,9
129,173384,9,8
132,113794,8,12
133,74099,7,7
133,86442,6,9
134,328,7,8
134,1029,9,8
134,18287,10,7
134,36151,10,6
134,75169,10,10
134,120169,10,10
134,131446,5,7
136,34328,7,8
137,3132,7,5
137,51359,7,7
137,51895,5,7
137,93172,8,7
137,122382,8,5
139,110327,10,8
139,183960,10,10
140,45992,3,5
140,65602,10,10
140,83773,6,7
140,97655,10,11
140,113794,10,12
141,145007,9,8
141,219711,5,3
142,71636,10,10
146,7724,7,6
146,63063,10,9
146,72481,8,7
147,12006,10,6
147,19006,10,11
147,98678,10,13
147,179192,8,7
152,93458,10,5
152,101384,10,8
152,156148,10,11
152,163100,8,2
153,162707,4,4
154,11861,8,8
154,50408,8,7
154,89855,6,6
155,67003,9,7
155,75169,10,10
155,76524,10,9
155,160731,7,6
156,216006,1,1
157,7679,5,5
157,65679,5,5
157,72481,8,7
157,216793,4,8
158,71570,10,11
160,11861,6,8
160,179192,4,7
161,65602,10,10
161,65679,3,5
161,126924,1,4
162,81498,9,8
164,328,7,8
164,131669,10,9
165,7724,7,6
165,12513,10,11
165,68989,5,5
165,96796,8,10
165,145007,7,8
165,162707,5,4
166,20737,8,7
166,96796,6,10
167,31116,10,9
168,147383,9,9
169,22319,10,9
170,122905,1,2
171,89855,7,6
171,121609,10,6
172,96796,7,10
173,31116,7,9
173,33216,10,8
176,41492,3,8
176,86832,10,9
176,117041,8,7
176,121859,10,10
178,11861,5,8
178,12513,10,11
178,26274,1,1
178,38648,6,6
178,89855,6,6
178,119447,10,11
178,122382,5,5
178,184349,2,3
178,208516,9,8
180,41460,4,5
180,45992,3,5
180,60983,4,8
183,21497,10,9
183,24309,7,10
183,27528,7,8
183,33006,8,6
183,65218,10,11
185,60983,4,8
185,94117,5,6
185,107776,4,5
186,10148,10,9
186,128293,6,9
187,135161,7,8
187,140729,10,9
188,76524,10,9
188,89548,4,7
188,114613,1,1
188,132860,9,8
188,180276,5,9
190,31869,8,7
190,156148,10,11
190,180504,8,8
190,208748,6,7
191,97655,10,11
191,192666,3,1
192,5962,7,10
192,6269,7,9
194,180276,5,9
195,97111,10,2
195,138830,10,12
197,143706,10,9
203,7749,9,7
203,38648,5,6
203,40998,8,9
203,61157,10,9
203,63063,10,9
203,67003,5,7
203,97111,1,2
203,156908,10,11
204,12107,10,10
204,205930,10,10
205,31116,10,9
205,73728,8,6
207,7724,7,6
207,25083,10,11
207,193687,9,8
208,42490,10,7
208,74829,10,9
208,100855,10,11
211,23795,4,5
211,83773,6,7
211,89855,6,6
212,25083,10,11
212,119962,5,8
212,194553,7,5
213,2393,4,6
215,101384,10,8
217,30030,7,5
217,36583,8,8
217,48463,10,5
217,130815,10,8
220,201897,6,5
221,17400,7,10
223,121469,6,6
223,135270,8,8
225,154345,8,7
227,52391,10,7
228,20737,9,7
228,33006,6,6
228,121859,10,10
228,192666,7,1
228,193687,8,8
229,80463,9,7
229,117041,8,7
229,127341,10,8
229,162783,9,8
229,194553,7,5
229,208304,10,7
231,22319,10,9
233,131867,9,9
237,81470,10,12
239,98369,4,7
239,117981,10,9
241,71636,10,10
242,89543,7,7
244,30030,7,5
244,139552,10,9
245,22327,7,9
245,99476,5,6
246,25978,8,7
246,56116,8,8
247,173384,9,8
247,192666,1,1
248,6036,8,11
248,6932,6,5
248,13857,6,6
248,126293,7,8
248,156148,10,11
249,12513,10,11
251,25013,10,10
251,82962,1,4
251,121116,1,8
251,126047,7,8
251,144908,5,4
251,209245,7,7
252,18287,8,7
252,65679,9,5
252,89543,10,7
254,20737,9,7
254,37122,6,9
254,152830,9,7
256,9680,6,5
256,44262,6,8
256,126924,2,4
256,193687,7,8
257,7749,7,7
258,112056,4,4
260,14258,9,10
260,19006,10,11
260,25013,10,10
260,45992,2,5
260,135273,7,7
260,143706,5,9
260,196502,10,8
264,12107,10,10
264,41492,4,8
264,162783,8,8
264,205930,10,10
265,22319,10,9
265,22327,7,9
265,71636,10,10
265,74099,7,7
266,83773,6,7
268,73728,8,6
269,159680,10,9
270,1721,5,9
271,65602,10,10
271,121859,10,10
271,193216,8,9
272,7679,5,5
274,66787,7,7
275,6269,8,9
275,126293,7,8
277,147383,7,9
277,206613,4,6
279,2393,8,6
280,102328,10,6
280,106977,10,8
280,216006,1,1
283,36964,6,9
283,209245,6,7
283,216793,5,8
284,26084,8,9
284,117041,8,7
284,156148,10,11
284,192666,6,1
284,193687,8,8
284,201897,8,5
286,68716,8,8
286,72901,3,5
286,106977,10,8
288,15406,2,5
288,100855,10,11
290,328,10,8
290,1029,10,8
290,12513,10,11
290,20108,8,11
290,26274,10,1
291,104565,7,3
293,74257,9,8
293,135270,4,8
294,109101,7,8
295,3248,2,5
295,71570,10,11
295,119434,4,4
295,122905,1,2
296,71636,10,10
296,109101,8,8
297,483,6,7
297,193216,8,9
298,74958,1,1
298,96663,8,7
298,117981,10,9
299,6036,8,11
299,89548,7,7
299,120169,10,10
299,138830,10,12
299,179192,10,7
299,195268,2,1
300,1721,5,9
306,34328,7,8
306,126047,7,8
308,31116,7,9
309,7679,5,5
309,94117,6,6
309,105660,9,8
309,152029,8,5
310,208748,6,7
311,41492,9,8
312,11265,6,7
314,31116,6,9
315,11265,7,7
315,31116,5,9
315,144908,1,4
316,22327,8,9
316,57238,10,9
316,144908,5,4
318,7724,7,6
318,156148,10,11
318,156908,10,11
318,193687,9,8
321,3248,1,5
322,26193,10,8
322,117775,10,10
322,193687,10,8
322,202509,8,9
323,152830,5,7
324,9727,5,4
324,19006,10,11
324,65679,5,5
324,113740,9,10
324,125294,7,6
324,149421,9,5
324,202543,5,4
328,22319,10,9
330,192666,1,1
331,44077,6,6
331,122382,9,5
331,193687,8,8
332,7679,5,5
332,116926,10,12
332,121205,8,9
333,70692,5,5
333,72946,9,7
334,82962,1,4
334,113157,10,10
335,82962,1,4
335,113157,10,10
336,143604,3,5
337,7219,8,5
338,99476,3,6
339,117981,10,9
339,147383,8,9
339,202830,8,7
340,12513,10,11
340,162707,5,4
341,44262,10,8
341,46687,10,11
343,93172,9,7
343,102328,10,6
343,213358,9,7
344,6437,8,7
344,20737,9,7
344,34848,10,10
344,89855,7,6
344,180504,8,8
347,135270,7,8
348,75169,10,10
348,83773,10,7
348,104401,6,6
348,131915,5,7
349,25083,10,11
349,117041,8,7
349,162783,8,8
349,163100,5,2
350,121859,10,10
351,24294,9,8
352,7724,7,6
352,193687,8,8
356,97315,8,6
357,26084,9,9
357,31869,8,7
357,41492,10,8
361,41492,4,8
361,43836,10,11
361,51359,7,7
361,60983,5,8
361,63063,10,9
361,73967,5,9
361,76596,5,9
361,162707,3,4
364,66787,7,7
364,74257,8,8
364,154345,7,7
365,71636,10,10
365,82962,3,4
367,54759,5,6
368,10148,10,9
368,125294,8,6
369,74958,1,1
370,89855,6,6
370,101003,6,8
370,175218,4,5
373,110261,6,6
373,216793,5,8
374,83601,5,6
374,89543,8,7
377,1561,8,7
377,20108,8,11
377,26084,10,9
377,50408,6,7
377,89855,6,6
377,97111,1,2
377,107776,7,5
377,121205,5,9
377,180276,5,9
379,1347,7,3
379,6036,8,11
380,12788,10,8
380,19006,10,11
380,40998,9,9
380,51359,8,7
380,61157,10,9
380,83773,10,7
380,89543,10,7
380,184349,2,3
383,31116,10,9
383,33216,10,8
384,60983,5,8
384,92078,8,8
384,162707,3,4
385,12006,8,6
387,2111,8,9
387,33216,9,8
389,36793,10,9
389,47534,9,9
393,54759,5,6
398,25978,5,7
398,31116,10,9
398,33125,9,7
398,86442,6,9
398,144908,5,4
400,121469,6,6
405,22319,10,9
406,65854,1,2
407,46687,8,11
407,50408,8,7
407,51359,6,7
407,100855,10,11
407,121859,10,10
407,202830,5,7
408,9727,4,4
408,19006,10,11
408,54929,10,10
408,65602,10,10
408,65679,3,5
408,155380,4,4
408,156148,10,11
408,156369,10,12
408,202543,5,4
410,33216,10,8
411,121469,5,6
412,7219,6,5
412,135270,7,8
416,81498,10,8
417,26084,10,9
417,72481,8,7
417,83773,5,7
421,20737,9,7
421,93891,10,10
421,138830,10,12
