user,item,rating,predict
613.0,6.0,3.0,3.05249726336
424.0,248.0,2.0,2.34466838681
1187.0,876.0,3.0,2.78734413813
92.0,211.0,2.0,3.102848805
1132.0,217.0,3.5,3.21875157217
533.0,379.0,4.0,2.89401334568
1085.0,6.0,3.0,2.85126488946
231.0,7.0,2.0,3.37514242933
769.0,1527.0,0.5,2.70080907927
1238.0,248.0,4.0,3.33152066747
1375.0,251.0,1.5,2.83903676267
1222.0,215.0,2.0,3.04015633174
845.0,253.0,4.0,3.19374389627
490.0,17.0,3.5,3.0898246404
1238.0,251.0,4.0,3.61404473239
265.0,13.0,4.0,3.60216574357
316.0,1132.0,4.0,2.70221092074
1286.0,213.0,3.0,3.30949633116
466.0,8.0,4.0,3.4168564128
871.0,11.0,3.5,2.58093172209
64.0,12.0,3.0,2.96759575308
949.0,250.0,2.0,2.92588080935
425.0,254.0,1.5,2.45442687955
1429.0,219.0,4.0,3.6299377548
630.0,216.0,2.0,2.90375888565
1147.0,235.0,2.5,2.49883998489
495.0,243.0,2.0,2.57897692737
1110.0,257.0,3.0,3.10648261069
152.0,205.0,1.5,2.86069574294
1382.0,7.0,1.0,3.31124108084
784.0,245.0,2.5,2.71355223334
963.0,1677.0,4.0,2.72281102586
969.0,366.0,1.5,2.8667056655
270.0,239.0,2.5,2.73957932029
985.0,2.0,2.0,3.32692662572
1203.0,5.0,3.5,3.70348534268
1396.0,219.0,3.5,3.03137410931
683.0,205.0,3.5,3.13246476758
1295.0,211.0,1.0,2.39782021741
420.0,246.0,1.5,2.61901586729
718.0,7.0,3.0,3.14556305617
651.0,205.0,4.0,2.56285956227
789.0,207.0,3.0,3.05187253469
1318.0,214.0,2.5,3.44105198661
847.0,662.0,4.0,3.10898378404
69.0,236.0,2.5,3.10709741597
918.0,6.0,3.0,3.25494973838
1455.0,4.0,3.5,2.94121059146
919.0,10.0,1.0,1.84863764726
1153.0,419.0,3.5,3.51105584598
119.0,11.0,3.5,3.36104732634
725.0,313.0,4.0,3.07845593417
737.0,219.0,1.0,2.66080667073
670.0,1086.0,2.5,2.94663106747
597.0,4.0,4.0,3.45473743715
1006.0,205.0,2.5,2.98491500862
1047.0,252.0,3.0,2.93212170832
547.0,17.0,3.0,2.99370097608
95.0,234.0,3.0,3.20042616997
1341.0,239.0,3.0,2.91331926568
995.0,210.0,3.0,2.71116255664
803.0,2.0,4.0,3.30781644965
566.0,9.0,3.5,2.94504184352
451.0,210.0,2.5,2.4931537503
1209.0,1.0,2.0,2.78281962004
430.0,7.0,4.0,3.16199815539
1383.0,11.0,2.5,3.48716454347
1333.0,198.0,2.0,2.79471725668
715.0,205.0,3.5,3.17971270279
137.0,251.0,3.5,3.19686478747
3.0,140.0,2.5,2.82095542743
971.0,9.0,3.0,2.9283469383
1486.0,253.0,3.0,3.16511780079
298.0,84.0,3.0,2.92393334693
677.0,217.0,4.0,3.15875478013
320.0,253.0,3.5,3.09675446003
1284.0,255.0,3.0,3.19233876947
93.0,7.0,2.5,3.05873874225
1500.0,7.0,2.0,2.60620902756
671.0,8.0,4.0,3.49798834612
851.0,243.0,3.0,2.83525040119
986.0,234.0,4.0,3.31551172271
1200.0,1929.0,3.5,3.34975981358
316.0,1149.0,3.5,2.70221092074
484.0,7.0,4.0,3.13354027477
1289.0,236.0,3.0,3.14002718839
643.0,218.0,4.0,3.46557600773
509.0,1313.0,4.0,2.78408137194
436.0,2.0,3.5,3.43135680743
311.0,4.0,3.0,3.22282872204
1398.0,583.0,3.0,3.39541847882
1299.0,1981.0,2.5,3.1262869331
982.0,6.0,3.0,2.77244708235
798.0,363.0,4.0,3.33775357451
279.0,13.0,4.0,3.19486998608
1009.0,211.0,4.0,3.21677901933
199.0,716.0,1.0,2.10302263263
1147.0,397.0,3.0,2.9053044137
356.0,2.0,0.5,2.08885120078
1432.0,512.0,4.0,3.27111281054
537.0,255.0,1.0,2.51871597089
152.0,246.0,3.0,2.7726997937
172.0,84.0,4.0,3.67464058683
370.0,1208.0,4.0,3.11992635549
571.0,17.0,4.0,3.47424941476
1150.0,11.0,2.5,3.5125310786
1149.0,1036.0,4.0,3.12644600824
27.0,5.0,2.5,2.65902540903
489.0,352.0,3.0,3.00371914315
676.0,239.0,4.0,2.96260567771
457.0,257.0,2.5,2.61445021408
1363.0,253.0,2.5,2.83733929524
1300.0,8.0,3.0,3.48909910121
1457.0,239.0,2.5,3.21930949591
683.0,432.0,4.0,3.36056900957
7.0,1.0,1.0,2.95817057069
382.0,205.0,3.0,2.99604060256
1451.0,244.0,2.5,2.91523171726
762.0,1.0,1.5,3.48590226162
1417.0,239.0,3.5,3.10188106108
107.0,207.0,2.5,3.20954835611
1072.0,1.0,3.0,2.68105762442
81.0,545.0,4.0,2.74710802253
688.0,13.0,3.0,3.25312366835
588.0,673.0,2.0,2.88543978295
461.0,236.0,4.0,2.89222238333
931.0,1.0,2.0,3.18391875311
888.0,215.0,3.5,3.31435713003
547.0,245.0,3.0,2.88897424972
587.0,239.0,4.0,2.84946649326
626.0,1091.0,4.0,3.22048581585
393.0,11.0,3.0,3.54137872671
1445.0,13.0,4.0,3.27707185526
1352.0,211.0,4.0,3.60818674741
825.0,536.0,4.0,3.313899629
562.0,254.0,2.5,2.26779971335
1312.0,1.0,3.0,3.16783398966
949.0,212.0,2.0,2.63150391655
1178.0,17.0,3.0,3.14339584856
845.0,1600.0,3.5,3.36556750793
284.0,798.0,4.0,3.42334097631
331.0,13.0,4.0,3.60603120393
1158.0,84.0,3.0,3.285489975
632.0,6.0,4.0,3.25415956768
865.0,4.0,3.5,3.25786190772
826.0,11.0,4.0,4.07429664104
672.0,214.0,4.0,3.14728969638
782.0,215.0,4.0,3.14656205738
494.0,236.0,3.5,3.21216089793
810.0,1542.0,4.0,3.05765453139
169.0,257.0,4.0,2.78751401153
871.0,257.0,2.0,1.93695003875
1348.0,207.0,1.0,2.69518746973
1167.0,2.0,2.0,3.29354678612
969.0,1726.0,1.5,2.83142904663
739.0,454.0,3.0,3.0717257143
1188.0,248.0,3.0,2.67381304266
891.0,5.0,3.5,2.85195889126
626.0,169.0,1.5,3.01080839649
1415.0,9.0,3.0,3.14124792944
917.0,220.0,3.0,2.69537033517
1164.0,217.0,2.0,2.93094105814
532.0,13.0,3.5,3.27043609156
1187.0,1628.0,4.0,2.71725804796
879.0,246.0,0.5,1.26773716405
142.0,1.0,2.5,2.96794407478
1396.0,254.0,4.0,2.80747081562
851.0,205.0,2.5,3.17897213408
300.0,398.0,0.5,2.82806617815
629.0,215.0,2.5,3.19025484744
483.0,243.0,4.0,1.79151753969
1497.0,206.0,3.0,3.01940701592
1111.0,388.0,2.5,3.28503537974
1078.0,250.0,4.0,3.27736252065
536.0,10.0,1.5,2.37311364968
1300.0,2.0,2.0,3.49925140536
1351.0,2.0,4.0,2.98257801317
724.0,244.0,3.5,3.36825292786
78.0,353.0,3.0,2.74224201616
1153.0,394.0,3.0,3.46107549658
1106.0,236.0,3.0,3.10581761858
1490.0,1340.0,4.0,3.04710751785
163.0,5.0,3.5,3.37204476828
302.0,205.0,4.0,2.93137293594
960.0,236.0,4.0,3.28766784005
851.0,235.0,2.0,2.87688350562
99.0,215.0,1.0,3.08517663737
657.0,244.0,1.5,2.5519264816
550.0,1.0,4.0,2.93405237701
1038.0,220.0,2.5,2.68844759053
1385.0,234.0,4.0,3.21499174227
914.0,4.0,3.0,3.36242443713
897.0,207.0,4.0,3.02789285519
692.0,11.0,3.0,3.229987278
887.0,13.0,3.5,3.47314259944
627.0,3.0,3.0,3.18943282744
1033.0,313.0,4.0,3.07098656584
1089.0,220.0,2.5,2.27616708202
188.0,211.0,4.0,3.16509547097
538.0,247.0,3.5,3.10248058899
161.0,724.0,0.5,2.69807463955
761.0,214.0,2.5,3.15568161982
50.0,206.0,4.0,3.49979168418
357.0,2.0,2.0,3.23968678046
912.0,236.0,1.5,2.88789924224
386.0,220.0,3.0,3.09218324297
324.0,3.0,3.5,3.38090055339
1160.0,458.0,3.5,3.04829571835
402.0,723.0,2.0,2.2927453669
1149.0,7.0,3.5,3.22958239308
631.0,5.0,3.0,2.84552116201
1350.0,17.0,3.0,3.22773711637
1476.0,215.0,0.5,3.74373614423
613.0,248.0,1.5,2.81750798314
311.0,210.0,2.5,2.83927210713
1184.0,236.0,3.0,3.24773440765
795.0,216.0,3.0,3.0430599409
507.0,243.0,3.0,3.01913400799
190.0,234.0,3.0,2.7963530574
969.0,127.0,2.5,2.75956280836
308.0,743.0,0.5,2.40041614572
1486.0,10.0,4.0,3.1944157746
1351.0,235.0,3.0,2.44967342373
950.0,233.0,3.5,3.27882609028
312.0,212.0,1.5,2.22138073188
188.0,723.0,3.0,2.97347343144
1426.0,239.0,1.0,2.50538755376
800.0,255.0,1.0,2.78337062743
1008.0,205.0,4.0,3.36218753932
467.0,214.0,2.0,2.89368993968
1000.0,84.0,3.5,1.92049016773
199.0,868.0,3.0,2.08829120245
861.0,769.0,4.0,3.47395221127
984.0,13.0,3.0,3.13769929568
911.0,1544.0,3.5,2.79198382866
318.0,217.0,3.0,2.81394208315
812.0,662.0,2.0,2.95042200871
549.0,247.0,3.0,2.63105049733
346.0,212.0,3.0,3.17664438799
301.0,6.0,4.0,3.14320448927
945.0,241.0,3.0,2.92458136156
540.0,11.0,4.0,3.59966780105
900.0,235.0,3.0,1.94586601539
571.0,210.0,3.5,3.21741443877
761.0,7.0,4.0,3.43644669598
851.0,7.0,0.5,3.35629926753
815.0,1166.0,0.5,1.751598977
730.0,212.0,4.0,3.51523526845
199.0,539.0,1.5,2.10427705402
413.0,1256.0,3.0,3.13945104756
208.0,7.0,3.5,3.27188126194
355.0,427.0,3.0,2.65452061471
1307.0,17.0,3.5,3.01910383769
176.0,4.0,2.0,2.60448697401
362.0,243.0,2.0,2.89100966811
1034.0,1093.0,2.5,3.15159498044
161.0,727.0,1.0,2.75704597535
1246.0,6.0,0.5,1.9898845303
762.0,239.0,3.0,3.42000610384
1158.0,2.0,3.5,3.65544908374
714.0,210.0,3.0,2.59913398983
463.0,666.0,4.0,3.25098008414
3.0,50.0,4.0,2.83917136146
1175.0,2.0,3.5,3.18614279075
142.0,242.0,4.0,3.29478251412
349.0,5.0,2.5,2.8968905983
494.0,5.0,4.0,3.29146566191
1231.0,4.0,4.0,3.46239459001
1476.0,211.0,4.0,3.7509060744
483.0,220.0,2.5,2.04233714111
29.0,290.0,3.5,3.0249224077
998.0,207.0,3.0,2.66536915585
879.0,251.0,0.5,1.40084232462
702.0,1053.0,3.0,3.1038735128
78.0,383.0,2.0,2.58509844635
1235.0,253.0,3.5,2.58181291709
620.0,5.0,2.0,3.25590216589
942.0,215.0,4.0,3.39044476988
1019.0,1113.0,3.0,2.75167375526
1089.0,17.0,1.0,2.45231920776
447.0,207.0,3.5,2.98763477853
626.0,1378.0,4.0,3.07611514951
335.0,217.0,3.0,3.06346025954
995.0,13.0,3.0,3.16038059194
460.0,213.0,3.0,2.58678471894
793.0,1.0,4.0,3.38330929371
910.0,205.0,4.0,2.9242459647
1018.0,1790.0,4.0,3.02395219136
1451.0,254.0,3.0,3.07457191146
490.0,206.0,3.5,3.13932830644
468.0,4.0,3.5,2.73484534076
492.0,247.0,2.0,2.84385052998
939.0,205.0,3.0,2.82295581354
785.0,1.0,3.5,2.89523562371
928.0,213.0,3.5,3.05394073501
1414.0,4.0,3.5,2.8514529026
1501.0,206.0,2.5,2.67711698263
1503.0,205.0,3.5,3.12462694253
323.0,400.0,4.0,3.22393252011
1451.0,4.0,4.0,3.35664277238
164.0,780.0,3.5,3.05551525308
339.0,17.0,4.0,3.4003542316
1508.0,2.0,3.0,3.06865909027
608.0,3.0,2.5,3.04446636637
1352.0,3.0,4.0,3.45824453411
726.0,235.0,3.5,3.1531056355
1308.0,214.0,3.0,3.23367083298
3.0,32.0,2.0,2.76310600856
1375.0,253.0,3.5,2.6870026428
294.0,5.0,4.0,2.84692676398
769.0,1531.0,4.0,2.75865849814
265.0,254.0,3.5,3.25443346226
1039.0,167.0,3.5,2.76430380999
757.0,235.0,3.5,2.77226865503
72.0,12.0,3.0,3.35109003284
238.0,246.0,3.5,2.77530777668
685.0,219.0,1.5,1.87605459974
38.0,219.0,3.5,2.04868013116
421.0,236.0,2.0,3.17288491761
711.0,206.0,3.5,3.44393922616
335.0,8.0,3.5,3.34121071237
276.0,216.0,4.0,3.06528374204
1278.0,10.0,3.0,3.08571731356
675.0,247.0,3.0,3.33019595373
1498.0,213.0,3.0,2.64531102883
1431.0,7.0,4.0,3.22816925548
399.0,12.0,3.0,2.80666236651
331.0,251.0,3.5,3.37550736168
165.0,664.0,3.5,2.92169640126
365.0,220.0,2.0,3.01876386106
1288.0,746.0,4.0,3.13949434738
982.0,244.0,3.0,2.54343323379
987.0,239.0,2.5,2.70544784065
1099.0,12.0,2.5,2.95194014169
188.0,216.0,4.0,2.8501782009
212.0,236.0,2.5,3.00171778113
1483.0,205.0,3.0,2.60601074557
