user,bias
9.0,-0.0264994897877
73.0,0.451984873503
134.0,0.447875541083
155.0,0.907898237139
251.0,-0.016157674553
316.0,-0.530037845339
325.0,-0.184964470284
364.0,-0.164174717199
513.0,-0.415511143942
520.0,-0.182536002142
545.0,0.15006699554
594.0,-0.285419582126
607.0,-0.373594933752
670.0,0.045200409994
675.0,0.536614414295
703.0,0.379882440374
720.0,1.02940006664
730.0,-0.114034540828
757.0,0.684424609276
810.0,-0.302134808845
879.0,-0.257027022238
894.0,0.590185174015
1017.0,0.544275092246
1090.0,-0.114947544072
1119.0,0.137678284823
1369.0,-0.26230981408
1421.0,-0.28111957619
1508.0,0.62556349703
1695.0,-0.72655800903
1745.0,0.307088250228
1822.0,-0.72672576749
1978.0,0.0924018368821
2098.0,-0.579440435973
2176.0,0.909233829304
2200.0,-0.146789166227
2220.0,-0.209631872268
2228.0,-0.537416550208
2296.0,1.03993280121
2304.0,0.0166681014692
2559.0,-0.06712301744
2710.0,-0.398353029245
2867.0,-0.216354874746
2886.0,-0.366213551721
2921.0,0.108795900385
2965.0,0.265465926195
2983.0,1.07828565684
3011.0,-0.304001610532
3027.0,-0.206742767399
3039.0,0.497053712261
3468.0,-0.102340635635
3499.0,0.717456727586
3784.0,0.421376931859
3826.0,0.515084078344
3847.0,0.521810267069
3953.0,-0.372874103742
4094.0,0.549635033309
4100.0,-0.239475733233
4151.0,-0.204226974961
4166.0,0.536214678927
4627.0,1.20628904865
4665.0,-0.913535087794
4667.0,-0.134130455515
4679.0,-0.22180587384
4835.0,0.349921915428
4906.0,0.00974243415604
5097.0,-0.32284260111
5128.0,-0.180743435403
5184.0,-0.079055728404
5265.0,-0.729417469115
5304.0,-0.409704397034
5393.0,-0.542822773764
5395.0,0.0484575283963
5429.0,-0.215527755616
5443.0,-0.266132991281
5507.0,-0.110599230572
5624.0,0.125295495356
5628.0,0.499501522345
5692.0,0.641194685927
5867.0,-0.101758653501
5909.0,0.842597870021
5912.0,0.0520746932229
5932.0,-0.247473440539
5950.0,-0.319683385964
6258.0,-0.680105652888
6306.0,-0.618539212561
6369.0,-0.345338021899
6558.0,0.303020740836
6605.0,-0.193830980537
6651.0,0.624215969146
6652.0,-0.122348815112
6692.0,-0.710778361833
6751.0,0.489046348801
6754.0,0.614673530717
6756.0,0.346242915849
6757.0,-0.0617231987349
6796.0,0.695017834026
6958.0,-0.130572657217
6960.0,-0.511242357555
6977.0,-0.509865849954
7111.0,-0.675452997428
7162.0,0.638975370015
7315.0,-0.331699864522
7327.0,-0.781763131598
7367.0,0.0600746625307
7415.0,-0.291031443282
7431.0,-0.0890416843541
7490.0,-0.0786805010258
7604.0,0.744805381223
7676.0,-0.251241625563
7682.0,-0.212657638385
7692.0,-0.374310484844
7929.0,0.514892995448
7991.0,-0.421942973789
8023.0,-0.0318866807912
8080.0,-0.123203856551
8147.0,-0.181499218557
8171.0,-0.659357951934
8257.0,-0.0793458012571
8313.0,0.155389198525
8608.0,-0.121149309551
8867.0,-0.385803509966
8897.0,-0.865921322129
9041.0,0.656690030497
9409.0,0.470819090339
9927.0,0.0429384163988
9930.0,-0.123211505055
9971.0,-0.628893893073
10036.0,0.0227473738932
10043.0,0.0777612111854
10304.0,0.692075706873
10358.0,0.406690794996
10422.0,0.0598971948532
10617.0,0.587060209732
