109939,219711,9,6.10913248337029
134,219711,10,6.31409529211571
112551,219711,5,5.7152362804878
112551,129572,7,6.12987042682927
112551,10531,5,6.86928209459459
39717,219711,5,6.60162852348096
129969,144908,6,5.82778758305648
129969,65100,1,5.20873996400886
91578,213984,5,5.50942587209302
61416,83773,6,6.89740275470653
96743,162707,3,5.83117367092104
65906,131791,5,6.43103688717788
103930,76596,6,6.98011085880825
155,213984,5,5.50942587209302
61064,204106,3,5.08567144660895
33070,105618,3,6.61559338173663
62404,94922,8,6.98261751294587
5265,68827,9,7.7150041904234
123000,204106,2,5.05814945270508
14105,114613,1,5.72548507290513
125361,199016,10,7.13013146955841
14004,204106,2,5.41128428228276
24949,84879,5,6.73778141674217
24949,14258,10,7.83080467255613
102957,18287,8,7.3469546261487
74514,199016,5,7.91050167871901
113750,38839,2,6.86041539840368
128419,6795,10,8.38460798919069
71225,199016,10,7.45876792478355
64169,118153,5,5.51101429647103
115578,199016,6,7.050859375
73,10531,10,8.17635373582978
85372,67003,7,6.46509631945429
66344,199016,10,7.92549715909091
66344,84746,6,6.71182528409091
66344,65602,10,8.27549715909091
66344,18287,9,7.62342067882775
107092,195268,6,5.64716222547777
130943,155502,10,8.20008453711769
66598,145007,6,7.01861640963203
76082,84746,7,6.32563215863997
76082,76596,6,6.71091176390313
26955,195268,2,4.77654761904762
71898,180276,6,6.73327047698237
82272,97111,2,4.83115674975431
14573,195268,2,5.78822079613095
63609,116926,10,7.78794327020794
34768,130120,10,7.95432884273793
101550,195250,10,8.50640908086351
101550,155502,10,8.57294690025956
70031,195250,10,7.93403192336119
85178,130970,10,7.80170141220618
109346,97527,6,7.28923451760945
43147,83601,7,7.07548202473919
82383,109557,10,8.4795793937823
66631,104565,6,7.53816018927423
8023,195250,10,7.49572408536585
134199,195250,10,7.49572408536585
71099,184349,2,5.662908198255
71099,178540,8,7.84104687868026
71099,69801,10,7.56534722264524
84752,65602,10,7.47019261305894
73763,67003,6,6.12967965278763
99003,184349,2,5.76856785235276
44717,109557,10,8.55052409639395
44717,45992,8,6.52786679207546
13410,184349,2,5.63557957831252
13410,178540,10,7.81371825873779
13410,18287,9,7.62034570475668
55697,184349,2,5.49600244537602
55697,76596,5,6.95445278234649
57685,182280,7,5.74647569444444
57685,132860,9,7.30060213414634
36539,182280,2,6.64572623556999
35951,182280,9,6.65895921278924
64795,182280,4,6.9857667218341
64795,76524,10,8.66862596328709
64795,39095,8,7.41515040238965
46066,182280,6,6.49471404246795
113264,182280,7,6.34470932441588
134724,182280,9,6.78553868747276
32395,182280,6,6.65098399864025
60889,182280,4,6.62793166035354
27981,180276,5,6.85949637243481
27981,24294,9,8.17864743224898
50318,10531,5,7.44756183792982
39018,76524,10,7.89540365471673
89799,180276,5,5.96318689353578
2983,130970,10,8.84158979013961
128253,180276,5,6.77615783456354
128253,129572,10,7.02006027358793
14566,68989,6,6.76864160991448
116141,68989,5,7.26689841663965
116141,19006,10,8.77909353859087
112883,179192,9,7.59571158008658
68739,114613,2,6.04832482547082
21519,179192,6,6.72892857142857
103587,179192,9,6.72892857142857
15180,178540,9,7.85861948555219
63430,7006,8,7.77345216260481
3039,144908,5,6.15208489427239
91111,98678,10,8.54038918409807
91111,33558,10,7.76068112488754
36003,120180,1,6.87369365289625
120520,178540,7,7.30361598037379
80098,178540,9,6.94215544871795
83983,178540,7,6.94215544871795
53886,66478,8,7.01985319205811
6796,65602,10,8.15443486987818
59565,175218,8,6.25361191860465
46122,175218,5,6.78640778087317
46122,109120,7,7.01341284944801
46122,74257,8,7.85865523726852
17630,73107,4,5.46807131630609
107238,98678,10,8.25230298142371
46344,61157,10,8.20114104486723
87886,173219,10,6.31977549889135
87886,75169,10,8.32430103242794
14310,120180,8,7.35196282652844
111963,173219,2,6.05591740576497
127458,173219,2,6.11923943393296
127458,65100,4,5.2577865448505
127458,61157,10,8.21016749723145
1421,94922,7,6.78439419447422
37735,173219,3,6.30781381981839
37735,155380,5,6.50293577103791
4100,162707,3,5.27548878205128
99848,3333,8,6.78373379332018
112878,162707,2,6.38550180288462
35859,162707,4,6.30663207473421
35859,74184,5,6.83150043554007
101321,97111,1,4.83161409635744
101321,73741,6,6.75064570972953
17435,162707,3,5.9342174752331
32518,162707,4,5.55239929341492
25479,18287,7,6.97225337064144
115816,160731,6,7.1283683655754
119434,69801,9,7.53987419807366
11928,160731,7,6.99425290068459
56601,160731,6,7.05793185763889
32826,134344,8,7.50056454937158
32826,19006,10,8.55365506911606
101346,97992,10,7.96925400564882
50841,10531,6,7.43597725446403
32077,120180,5,6.6918627269914
129237,104401,8,7.20298047700846
129237,39095,6,7.00894886363636
32680,159680,10,7.64080965909091
58422,26174,7,7.229397285895
58422,7138,8,6.82429965232938
64351,156148,10,8.23189158402573
77443,156148,10,8.53744226945535
77443,130222,8,7.27603973969345
38108,156148,10,8.42190420848091
38108,14295,10,8.50045196280992
119623,98678,10,8.345762245756
89735,6437,7,7.04565078211517
9927,72901,10,7.2366739970301
47885,68989,6,7.01281535067025
81972,155502,10,8.62847192555252
33827,155380,6,6.64163615737637
125105,155380,6,6.40553317363531
123227,76524,10,8.10482759110808
76040,155380,4,6.57745825397432
76040,65602,10,8.31186183629139
83403,130970,10,8.21998020768066
83403,114577,10,8.3154777405754
115152,145007,7,7.34595170454546
32359,145007,7,7.61172208867521
90316,145007,8,6.625859375
87485,109557,10,7.83861232295398
10805,131791,5,6.71712239583333
10036,33558,6,7.37533455442584
10036,31234,5,6.297265625
87338,7006,8,7.41420302582412
15523,145007,8,7.33682874861419
15523,6437,7,6.68551152477698
545,144908,1,5.22892857142857
