1,133,8,8
5,1339,10,0
9,361,6,0
9,466,3,6
9,531,8,5
9,538,10,5
9,856,8,0
10,767,1,0
17,480,10,0
41,716,6,0
60,425,2,0
67,1550,10,0
96,483,8,0
99,164,7,0
99,466,7,9
103,1097,1,0
123,973,7,0
127,328,7,0
128,42,4,10
134,225,1,9
134,1638,8,7
134,1640,2,0
136,1625,1,0
146,483,7,0
155,572,3,0
176,1438,6,0
221,328,6,0
229,907,8,0
238,512,2,0
251,55,5,5
251,460,10,4
251,466,5,6
251,538,7,5
275,328,6,0
280,1429,4,0
290,1029,10,10
297,545,10,6
299,568,6,0
299,672,10,0
313,1597,8,0
316,275,2,0
324,807,8,8
325,348,10,0
325,703,2,0
339,1053,6,0
341,907,10,0
343,133,7,8
348,328,6,0
349,907,10,8
364,881,1,0
364,1682,1,0
370,328,7,0
377,483,5,7
397,1440,4,0
417,394,10,0
422,76,5,0
422,328,5,0
429,669,1,0
449,58,1,0
451,1561,7,0
452,514,7,0
456,1125,2,0
474,1575,10,0
483,1043,6,1
506,952,1,0
513,679,4,6
513,1043,7,0
520,1675,7,0
536,924,10,10
536,1222,2,0
541,76,2,0
541,1429,7,0
545,380,1,0
549,444,6,5
564,1347,1,0
572,720,10,0
573,332,3,0
594,650,6,3
607,55,5,4
607,1043,6,4
607,1053,5,4
608,1347,3,0
623,982,3,0
626,328,10,0
628,1029,8,7
631,907,8,0
654,133,9,0
667,50,5,0
670,256,7,5
672,1466,4,0
675,873,6,5
677,133,5,0
679,972,2,0
682,554,5,0
684,1561,7,0
691,1561,7,0
693,1013,6,0
702,328,6,0
702,1561,7,0
