1	1193	5	978300760
1	2804	5	978300719
1	3105	5	978301713
1	1270	5	978300055
1	527	5	978824195
1	2340	3	978300103
1	1545	4	978824139
1	783	4	978824291
1	2762	4	978302091
1	260	4	978300760
1	1207	4	978300719
1	2028	5	978301619
1	531	4	978302149
2	3105	4	978298673
2	1610	5	978299809
2	292	3	978300123
2	2236	5	978299220
2	3257	3	978300073
2	589	4	978299773
2	1225	5	978298391
2	1370	5	978299889
2	1198	4	978298124
2	2717	3	978298196
2	1917	3	978300174
2	2396	4	978299641
2	1953	4	978298775
2	163	4	978299809
2	165	3	978300002
2	1090	2	978298580
2	459	3	978300002
2	1527	4	978299839
2	1385	3	978299966
2	2002	5	978300100
2	1246	5	978299418
2	3893	1	978299535
3	1641	2	978298430
3	2735	4	978297867
3	1079	5	978298296
3	653	4	978297757
3	260	5	978297512
3	1261	1	978297663
3	590	4	978297439
3	1197	5	978297570
3	2115	4	978297777
3	1968	4	978297068
3	1136	5	978298079
4	1210	3	978293924
4	1214	4	978294260
4	1198	5	978294199
4	1201	5	978294230
5	288	2	978246585
5	860	2	978244493
5	2916	1	978245645
5	506	4	978245999
5	1250	5	978241112
5	41	4	978244692
5	3799	3	978243937
5	800	2	978244540
5	1268	2	978245948
5	2427	5	978246450
5	3513	1	978243896
5	2428	3	978242541
5	2355	5	978241981
5	1554	3	978244540
5	593	4	978244177
5	2717	1	978241072
5	162	4	978244624
5	2070	2	978243121
5	3386	2	978245948
5	1429	3	978245829
5	1719	3	978244205
5	2806	2	978243085
5	2734	2	978242788
5	321	3	978245863
5	3105	2	978246576
5	1729	4	978245763
5	3476	3	978245916
5	2029	4	978246555
5	3408	3	978242323
5	2607	2	978242607
5	1449	4	978244830
5	3266	2	978246162
5	3624	3	978243803
5	1594	1	978245548
5	1884	3	978246576
5	24	1	978242934
5	1093	2	978242080
5	1527	3	978246479
5	1529	4	978245037
5	1897	4	978246426
5	36	3	978244808
6	3501	5	978236670
6	3072	4	978236075
6	588	4	978237511
6	1	4	978237008
6	2802	4	978236612
6	3534	4	978236219
6	1210	3	978236219
6	3753	5	978238195
6	2469	3	978236670
6	2100	3	978236567
6	1959	3	978236612
6	1028	4	978237767
7	861	4	978234874
7	3578	3	978234737
7	1610	5	978234786
7	589	5	978234786
7	1997	5	978234737
7	2028	5	978234786
7	349	5	978234874
7	3418	3	978234810
8	288	5	978229391
8	2268	3	978230852
8	1393	5	978229702
8	506	3	978230483
8	2278	3	978229293
8	1693	3	978231121
8	150	4	978230611
8	510	3	978232056
8	2858	5	978229817
8	1840	4	978230577
8	1916	5	978229293
8	1274	5	978233462
8	1277	3	978229614
8	2291	5	978229702
8	2006	3	978229347
8	465	5	978231173
8	538	3	978230391
8	2442	4	978230550
8	105	4	978232056
8	3252	3	978230013
8	476	3	978230687
8	1653	5	978230886
8	1580	4	978229293
8	14	4	978230756
8	16	4	978230095
8	269	4	978231121
8	3260	3	978229957
8	1730	4	978230013
8	2396	5	978229524
8	345	3	978230943
8	25	5	978229477
8	2324	3	978230483
8	2541	3	978231031
8	2699	5	978229347
8	36	4	978230013
9	150	3	978226041
9	3510	3	978225570
9	590	5	978226434
9	597	3	978226473
9	529	5	978226564
9	1704	4	978225924
9	1921	4	978226368
9	3178	3	978224908
9	1210	4	978224893
9	1213	4	978225314
9	3755	2	978225613
9	2599	2	978225952
9	1148	4	978225333
9	2166	4	978226197
9	3255	4	978226216
9	16	4	978226599
9	1233	3	978225303
9	428	3	978226580
10	3358	5	978226378
10	1320	3	978230837
10	2125	5	979167795
10	3868	3	978225997
10	1254	3	978226254
10	2136	4	978230063
10	2138	3	978228848
10	1197	5	979167660
10	2717	4	979775973
10	2140	5	979168295
10	1345	3	978229295
10	2077	3	979775266
10	1278	5	978225922
10	1923	5	978228288
10	3388	3	978230736
10	2082	3	978228754
10	1283	3	980638614
10	1287	3	978227425
10	2804	5	978227003
10	3608	3	978228601
10	180	2	978226766
10	2094	4	978229097
10	2096	5	979775364
10	3471	5	978226231
10	339	5	979167945
10	2174	5	978227669
10	1376	4	979168132
10	3629	3	978225428
10	1016	5	978229171
10	1954	3	978225735
10	1884	2	978229772
10	2321	4	978227336
10	275	4	979776321
10	2324	5	978226287
10	1380	5	978229336
10	924	3	979168183
10	780	5	978228625
10	926	4	978226212
10	3704	2	978228364
10	1020	3	978228726
10	784	3	978230946
10	1023	5	979775485
10	1025	4	978228074
10	1028	5	978226068
10	1967	5	978227442
10	2770	4	978230253
10	1104	4	978227263
10	48	4	978230090
10	2858	3	978224627
10	2423	5	978228930
10	3809	5	978228451
10	3668	4	979167795
10	2797	5	979168267
10	2501	5	978226402
10	527	4	979775615
10	2291	4	978226896
10	1200	5	979168160
10	1201	2	978225853
10	1203	3	979775159
10	969	3	979167867
10	2874	5	978227188
10	1135	4	978229435
10	2948	4	978227166
10	3174	4	978228364
10	1210	4	978224400
10	2015	5	978228601
10	3688	3	978230022
10	2959	3	978226165
10	541	5	978225630
10	1148	5	978225541
10	3259	5	978228644
10	116	3	979775053
10	2021	4	979168295
10	1080	5	978225824
10	1302	5	978225779
10	1230	4	978226968
10	1233	4	979775521
10	2617	4	978227696
10	203	4	978230426
10	2041	3	978227300
10	3928	4	978228307
10	2045	3	978228575
11	1682	1	978902586
11	1188	4	978220319
11	2639	2	978902477
11	1197	5	978903297
11	3448	4	978903351
11	231	3	978904192
11	249	3	978220645
11	2804	5	978902902
11	3608	4	978903365
11	3101	1	978902406
11	3105	5	978219702
11	3552	1	978903278
11	1887	2	978902286
11	345	4	978220669
11	2325	3	978904615
11	2762	5	978219815
11	36	3	978902405
11	435	1	978904682
11	3148	4	978220521
11	440	2	978220361
11	3809	5	978903728
11	3174	2	978903658
11	88	4	978904663
11	986	1	978220829
11	1080	4	978903076
11	1732	4	978903927
11	2539	4	978904142
11	1665	2	978904327
11	1307	3	978903076
11	3418	5	978219776
12	919	5	978220120
12	111	5	978220179
12	3265	4	978218916
13	2054	3	978202563
13	2135	3	978202543
13	1262	4	978202201
13	590	4	978202246
13	736	4	978202073
13	1198	5	978202201
13	316	3	978202524
13	318	4	978201660
13	329	4	978201987
13	1009	2	978202563
13	3479	4	978202283
13	1374	4	978202328
13	919	4	978202201
13	2686	4	978201777
13	421	5	978202491
13	1393	3	978201740
13	1204	5	978202201
13	3256	3	978201946
13	3417	3	978202283
13	2616	3	978202089
13	2617	3	978201969
14	3354	3	978200924
14	1263	5	978201280
14	2572	1	978200645
14	2243	3	978200300
14	2920	5	978200528
14	1982	1	978200340
14	2858	3	978200645
15	2058	3	978198516
15	3798	4	978196866
15	2707	4	978196389
15	2567	4	978198847
15	733	3	978212698
15	3510	5	978361393
15	1196	4	978212628
15	2712	3	978196521
15	1271	3	978198104
15	1783	2	978212494
15	3461	4	978212698
15	257	3	978212463
15	2161	2	978212698
15	3113	4	978196499
15	266	4	978198907
15	2826	4	978196348
15	2188	3	978196348
15	2763	3	978196866
15	3566	2	978197314
15	2764	3	978212254
15	2840	4	978196848
15	2916	4	978197453
15	3578	5	978196546
15	3148	4	978197985
15	442	3	978198790
15	2427	2	978212046
15	524	4	978198150
15	380	3	978197453
15	3160	2	978196657
15	2001	4	978197004
15	2002	3	978197004
15	70	2	978212287
15	1645	3	978212228
15	1210	4	978212663
15	3753	5	978196741
15	3755	3	978212752
15	2882	3	978196625
15	480	4	978197998
15	3408	4	978196499
15	1732	3	978198601
16	2485	3	978174755
16	3516	3	978174414
16	2722	2	978174490
16	2369	5	978174535
16	2392	2	978174639
16	2975	5	978174443
17	2554	3	978160739
17	3932	3	978160437
17	1253	5	978160616
17	2058	3	978160129
17	589	5	978159435
17	1265	5	978159784
17	593	5	978159289
17	1779	2	978158536
17	164	4	978161166
17	1356	4	978160792
17	2662	5	978160680
17	2311	4	978161068
17	3114	5	978159386
17	2173	5	978161068
17	1376	5	978160792
17	24	3	978160933
17	2321	5	978160304
17	356	5	978159896
17	34	5	978159683
17	2407	4	978160848
17	2912	4	978160228
17	3576	4	978160616
17	503	2	978159568
17	3578	5	978158656
17	293	5	978159683
17	3148	5	978159989
17	50	5	978159289
17	2287	4	978160680
17	3594	3	978158779
17	454	4	978160260
17	529	4	978160304
17	1635	4	978160304
17	1573	2	978160848
17	541	5	978158919
17	1653	5	978160680
17	1584	4	978160616
17	3699	4	978160739
