99	1197	3
99	1262	5
99	47	5
99	1246	5
99	1198	4
99	1203	1
531	3791	4
531	3480	3
531	3107	3
531	3502	3
531	3591	3
531	300	4
531	2804	3
531	926	5
531	438	3
531	87	2
531	2052	2
531	2805	2
195	1503	3
195	3006	4
195	3943	4
531	2399	3
531	592	4
531	480	4
531	1291	4
531	260	4
531	596	3
531	2018	4
531	594	3
239	1263	5
531	1971	3
531	196	2
531	1970	3
531	2710	4
531	1387	4
531	1333	3
531	165	4
531	2263	4
531	1047	4
531	540	2
531	200	1
531	707	3
531	1438	2
531	1779	4
531	742	2
531	3256	3
531	2763	4
531	3686	3
531	349	4
531	490	3
531	2058	3
531	50	5
329	3841	2
411	3831	3
89	2792	1
89	3408	4
90	3826	3
90	3578	5
90	3408	4
90	3751	3
140	969	5
140	3535	4
195	1017	4
90	1219	3
667	3316	2
90	2170	3
90	2792	4
90	19	4
90	743	3
90	370	5
90	1894	3
90	2582	5
90	376	3
90	788	3
90	2688	3
90	1416	2
90	2723	3
90	253	3
90	2012	4
90	3082	4
90	1377	3
90	1645	4
90	986	3
90	1627	3
90	1580	5
90	2803	3
90	454	3
90	1449	4
90	2427	3
90	1487	4
90	350	1
90	2879	5
90	1485	4
90	235	4
90	708	3
90	1466	3
90	3105	2
90	2542	5
90	3147	4
90	1912	3
