90	3114	3
90	1265	3
90	994	3
90	527	4
149	2360	5
23	2642	1
23	3525	2
23	2259	2
23	3740	5
23	2712	5
23	3052	5
36	1608	5
36	1597	4
36	2001	5
36	3104	4
36	1374	4
36	1101	5
36	3418	3
36	555	5
36	858	5
231	1210	4
231	1097	4
587	2599	4
192	1222	4
122	377	2
122	3578	1
239	3114	4
239	1148	4
74	593	5
74	3741	3
74	869	3
496	3861	2
496	648	4
496	1968	3
496	110	4
496	3155	4
496	3948	5
173	3089	5
173	670	5
173	2774	2
173	909	5
173	2973	5
424	3359	5
583	2119	2
583	2122	3
583	186	3
583	2245	4
583	2617	5
149	100	4
149	1055	3
149	3404	4
149	2993	4
149	998	3
151	1276	3
151	1225	5
151	3638	3
151	3701	3
151	2527	3
151	260	5
151	3826	2
151	1904	5
151	785	4
151	2109	4
151	2301	3
151	728	4
151	2736	3
151	2150	4
151	1081	4
151	562	4
151	2302	3
151	1663	4
151	2797	4
151	3210	3
151	2596	4
151	2918	5
151	1235	5
151	1148	4
151	1230	3
151	427	2
151	1381	2
151	2405	3
151	2581	3
151	2340	3
151	1290	5
151	1211	5
151	3668	3
151	2020	5
151	2969	5
151	1197	5
224	910	4
224	916	3
224	1394	1
149	2640	4
405	1695	4
626	2905	5
584	590	5
584	1041	5
584	2858	5
195	3720	4
85	3317	2
