424	1259	4
424	2398	5
424	2212	4
293	2502	3
329	3914	2
180	3578	2
180	3571	2
180	3408	3
169	1753	2
116	2422	2
116	3918	4
116	3254	2
116	2340	4
116	1274	4
343	2081	5
343	588	5
343	595	5
293	913	5
293	908	5
442	2657	4
442	1035	5
442	2565	4
442	3257	2
442	2145	4
442	1101	4
442	2450	2
442	1375	4
442	1210	5
442	1425	5
442	1914	4
411	3210	2
411	551	4
411	3516	3
411	1269	4
411	951	3
411	3624	4
411	3536	3
411	3897	4
231	1193	4
231	2160	4
231	608	4
231	1213	4
231	2858	1
343	3945	1
195	3355	3
149	3192	3
149	3623	3
149	2259	4
149	3052	4
149	2671	4
319	2346	3
319	2639	2
496	1376	5
195	851	3
338	3911	3
333	3398	3
333	2874	3
333	367	4
333	3244	3
333	3072	4
333	1292	4
333	2355	5
333	3361	2
333	2064	4
333	1394	5
333	3814	3
333	1449	4
333	3114	4
333	911	4
333	916	2
333	947	4
333	910	5
333	2430	3
333	508	3
333	3870	4
333	1246	5
333	272	3
333	3296	3
333	300	5
333	1938	4
333	1103	3
333	3546	3
333	1643	5
333	515	4
333	1287	3
333	3471	4
333	1935	2
333	1954	3
333	1956	5
333	3801	3
333	2303	3
333	924	5
333	1945	3
333	3095	3
333	912	5
333	2019	4
333	2083	3
333	2941	3
333	1947	5
333	2863	5
