80783	219711	5
119685	204106	2
88665	195250	10
46716	195250	10
65759	184349	2
53920	184349	2
116135	182280	7
32172	180276	5
60063	175218	8
115867	173219	2
17435	159680	10
19150	155502	10
39796	155380	5
1978	144908	6
35393	144908	7
72205	136495	10
20080	132860	9
120519	131791	2
120520	130222	5
62025	130222	8
84482	130120	10
1369	121499	1
60096	116926	10
85983	116926	10
48674	114577	10
58801	114577	10
8080	104565	9
64795	104401	9
36539	98678	10
67664	94922	5
316	86703	9
132663	84879	5
120519	83773	6
51412	83563	5
98175	76596	7
106114	76524	10
118330	75169	10
73084	75169	10
5097	75169	10
107092	74675	6
22753	74184	7
25535	73741	10
115739	72901	10
58422	68989	6
130802	68827	9
17435	68827	8
39307	68827	9
129753	66478	6
89735	65602	10
39717	65602	10
108416	65602	10
22901	61157	10
1119	61157	10
101298	52621	2
17435	50408	9
46344	50408	8
34631	45992	5
30416	40998	9
8867	39095	5
100667	39095	7
113264	39095	1
42134	39095	10
20336	39095	5
111697	38839	7
45047	38551	9
29768	38551	6
46716	33558	7
97239	31234	8
40460	31234	5
19836	26174	7
64534	24294	9
89033	21127	7
70031	18287	8
44058	11492	4
54023	10531	10
69972	10148	10
101562	7138	7
1017	6932	7
69075	6795	10
119900	6795	10
