55960	219711	5
110223	204106	10
54267	204106	9
85178	199016	10
120556	195268	2
32395	195250	10
64795	182280	4
127227	182280	6
98302	179192	8
19644	178540	9
120520	178540	7
112883	175218	5
66580	173219	1
95771	162707	9
19526	160731	6
89735	156148	10
107092	155502	10
124652	155502	10
15523	155502	10
72351	155502	10
46971	155502	10
64351	155380	3
127227	145007	8
45772	144908	5
49421	144908	5
50318	144908	2
91565	144908	6
133819	134344	6
58698	130970	10
115443	130222	4
40028	130120	10
56798	129572	4
25838	120180	8
56533	120180	10
364	117461	5
132780	117461	6
32965	117461	6
78756	116926	1
63430	109557	10
8023	104565	6
123318	104565	8
127215	104565	8
27546	104401	6
55213	104401	7
52683	98678	10
42180	97527	4
40116	97527	10
98280	97527	4
64119	97111	2
31479	94922	8
64286	94922	5
120880	94922	7
37710	86703	8
50942	86703	8
90280	86703	4
15583	86703	6
122096	84879	10
130100	84879	10
95459	83773	6
122870	83601	5
39224	83563	5
7315	83563	5
51412	76596	8
32346	76596	8
119144	75169	10
5265	74184	4
12836	73741	8
127458	73741	6
124781	73107	5
36367	72901	10
7929	72901	10
60359	68827	10
133756	67388	10
105863	66478	7
105624	65602	10
130464	65100	1
90404	61157	10
19421	52621	5
77150	39095	7
69972	39095	4
48602	38551	10
33827	33558	7
50327	32953	7
10036	32953	8
86465	25978	5
74061	25978	5
25044	24294	9
99533	21256	10
66344	21127	6
54267	19006	10
17435	19006	10
38889	14258	10
6651	11492	4
2296	10531	10
7415	7138	7
96516	6437	5
68035	3333	8
