63592	219711	5
56052	204106	2
76040	204106	7
71141	195268	2
104997	195250	10
31528	195250	10
47885	184349	2
98395	184349	2
96112	184349	2
55295	180276	5
17000	178540	9
82369	175218	5
134725	175218	7
102785	173219	3
110329	162707	4
19517	160731	6
78392	159680	10
96112	159680	10
33394	156148	10
94279	155502	10
71873	155502	10
1421	155380	5
115114	155380	7
130721	143725	8
95028	143725	1
52248	136495	6
113750	136495	6
5443	131791	3
130635	130970	10
91111	130970	10
82272	130222	9
134199	130120	10
59596	129572	9
5912	121499	4
80098	120180	8
127458	120169	9
102957	120169	10
129149	117461	10
120182	116926	10
62025	116926	10
74514	116926	10
25479	114613	1
102159	114613	1
24828	114613	1
57685	109557	10
58567	109120	7
7676	109120	8
131976	109120	6
92981	105618	4
51438	97111	1
130757	97111	1
65384	94922	10
126890	86703	7
102008	83563	7
10617	76596	8
108122	76524	10
4667	75169	10
61261	74257	8
23600	74184	6
70144	73107	9
110608	72901	1
89651	68989	6
110329	68989	6
64718	68827	9
47135	67388	10
116619	65602	10
40028	65100	2
113750	65100	1
35951	65100	5
98503	61157	10
100641	50408	7
17435	40998	8
55697	40998	7
99152	40998	8
32310	39095	7
62600	33558	10
25534	32953	8
130580	32953	7
132663	26174	7
90280	24294	8
155	21127	9
92981	19006	10
95752	19006	10
36003	19006	10
115114	19006	10
108122	14258	9
117698	11492	3
109747	10531	7
3784	10148	10
43655	6795	10
73084	6437	6
102857	3333	9
