64119	219711	4
155	219711	10
64795	213984	5
58765	199016	6
56182	199016	7
62814	199016	10
71099	199016	9
46971	195268	2
8023	195268	4
68417	195250	10
10617	184349	2
103801	182280	5
14573	180276	5
95082	179192	9
16288	178540	8
58422	175218	2
64119	175218	5
132567	159680	10
75852	156148	10
2886	155380	6
74355	145007	7
135273	143725	2
27824	143725	7
63693	136495	8
71898	132860	10
51943	131791	1
52283	130970	10
6652	130120	10
104490	130120	10
44563	129572	8
15256	120180	4
116061	120169	8
134124	114613	1
111397	114577	10
32346	109557	10
5304	109557	10
2559	109120	7
8023	105618	2
14105	104401	9
25640	98678	10
91111	98678	10
116427	97992	10
27824	97992	10
107544	97992	10
55650	97527	4
57451	97111	1
69255	86703	6
19644	84879	10
55697	84879	4
66215	83773	5
76952	83773	7
82313	76596	7
60889	76596	6
114810	74257	9
123000	74184	5
45941	73741	1
6958	73107	8
7111	72901	1
1119	68989	5
114979	68989	6
6558	68827	10
16656	67388	10
74514	65602	10
50740	65602	10
75801	61157	10
48369	61157	10
29677	50408	9
86385	45992	8
87553	45992	3
108521	40998	8
24949	40998	9
14064	39095	7
43655	38551	6
107876	33558	7
19644	32953	5
44058	31234	5
70606	25978	3
40641	25978	7
57650	24294	9
26955	24294	8
65459	21256	10
22901	21127	8
114979	19006	10
8023	18287	7
115114	14258	10
15272	11492	4
16656	10531	7
128748	10148	10
520	7006	9
99667	7006	8
76040	6795	10
