84120	219711	5
63062	213984	5
53833	199016	10
894	199016	10
85372	199016	10
101994	195268	2
101994	195250	10
12462	184349	1
51632	179192	6
72005	175218	7
93695	175218	6
27546	175218	7
72351	175218	2
62404	173219	4
80545	173219	2
12462	162707	3
39815	162707	4
90404	160731	7
98175	159680	10
46808	155380	5
55295	145007	9
127171	144908	5
52830	144908	2
1508	144908	6
15256	129572	4
113264	121499	1
120880	121499	1
94891	120169	8
64718	114613	1
128253	114613	8
13255	114577	10
16288	114577	10
112590	105618	3
87243	105618	7
24949	105618	10
127471	104565	8
44431	97992	8
78979	97992	10
68716	97527	7
70798	97527	6
82775	94922	8
109346	86703	7
33639	84746	7
2867	84746	8
77713	83601	8
1745	76596	8
35206	76524	10
99848	75169	10
14004	75169	10
34768	74675	5
124297	74184	7
2176	74184	9
58823	73741	10
15360	73107	8
19150	68989	6
87914	68827	6
16288	67388	9
58422	67003	4
26401	66478	9
107250	65100	5
35899	61157	10
21458	45992	5
81552	45992	5
63062	40998	9
53833	40998	8
128419	39095	5
80545	38551	8
82272	33558	7
57696	31234	5
101321	26174	8
76179	26174	8
86520	25978	5
63025	24294	8
36156	21256	10
19517	21127	2
85983	19006	10
86957	19006	10
54023	18287	9
11237	18287	9
86431	11492	7
117128	11492	5
130943	7006	8
48369	7006	8
63062	7006	8
38100	6932	8
91522	6932	7
82369	6437	8
